-28594087	20932065	20613618
-28581837	20946068	20627588
-28583643	20930220	20611403
-28592095	20925038	20605648
-28588121	20937587	20617467
-28594568	20925141	20606979
-28591456	20923530	20604052
-28586858	20932463	20613602
-28584478	20928762	20610558
-28588355	20915104	20595779
-28590012	20923774	20605830
-28590061	20929007	20612172
-28595438	20919109	20600751
-28602518	20912741	20593833
-28608187	20919852	20600660
-28606201	20914716	20595876
-28605807	20907459	20588404
-28604772	20914210	20596321
-28608693	20919231	20599787
-28603702	20919301	20599490
-28600999	20932883	20613967
-28588835	20946207	20627550
-28587025	20938409	20620283
-28587753	20941256	20623235
-28582988	20956349	20637752
-28580172	20944632	20626156
-28575109	20936395	20618334
-28574294	20939999	20621028
-28577523	20936580	20617886
-28582862	20924293	20606267
-28591209	20930672	20612567
-28598572	20930615	20607162
-28602025	20926856	20604218
-28606203	20926427	20608843
-28603405	20939970	20623214
-28598484	20934848	20617285
-28596584	20928371	20606977
-28589359	20938899	20616654
-28587541	20944522	20621581
-28588303	20937514	20613741
-28582595	20944492	20617693
-28582124	20948177	20618502
-28586948	20940447	20610792
-28581717	20940837	20609585
-28580085	20952559	20617886
-28569662	20954418	20617578
-28568182	20948932	20608185
-28555500	20961686	20618238
-28551693	20968710	20623853
-28549157	20961892	20614148
-28549571	20969571	20619969
-28536489	20987317	20635080
-28538813	20974843	20620780
-28540159	20971857	20614629
-28531174	20983553	20623358
-28520540	20983578	20620296
-28519981	20975110	20610700
-28518140	20980420	20613292
-28518026	20984746	20614193
-28521538	20968740	20597099
-28531849	20966806	20595229
-28530557	20981574	20608326
-28522411	20989439	20614161
-28518421	20988984	20612651
-28519009	20990396	20616146
-28515427	20980769	20605892
-28516638	20974173	20599925
-28509483	20982955	20610609
-28514431	20977632	20604004
-28520571	20960685	20588794
-28530363	20962960	20592635
-28533730	20966883	20600241
-28549990	20953163	20587293
-28556304	20949235	20587714
-28554444	20959749	20602705
-28551641	20957590	20603713
-28547072	20950415	20599655
-28549277	20955564	20610359
-28550636	20953309	20614035
-28563542	20933401	20599242
-28575044	20936497	20607527
-28578091	20942391	20619830
-28584953	20935856	20619838
-28587589	20932488	20621730
-28592169	20940603	20634934
-28594979	20929218	20629863
-28606978	20914590	20622888
-28606937	20920142	20635359
-28614959	20912892	20634643
-28629623	20894333	20622528
-28636930	20900453	20637873
-28645262	20906076	20650890
-28653287	20893070	20645579
-28663294	20881505	20639781
-28671202	20885014	20650277
-28677771	20870884	20643585
-28684018	20856943	20636605
-28694285	20858744	20645292
-28702672	20858665	20651890
-28708761	20848980	20647634
-28719815	20846882	20652326
-28732601	20847219	20656742
-28738273	20837826	20651564
-28750507	20827750	20646149
-28747352	20836674	20659685
-28748798	20825300	20649366
-28755797	20817427	20645885
-28758475	20825858	20657138
-28752143	20831582	20665088
-28747630	20825519	20659819
-28751518	20831768	20665253
-28750700	20840653	20674061
-28762656	20824760	20656027
-28766345	20821187	20651941
-28765685	20826138	20654833
-28763581	20818396	20644023
-28769238	20817277	20639680
-28759787	20832332	20650577
-28749047	20842177	20655217
-28741410	20831125	20638405
-28741731	20835812	20637384
-28740394	20852785	20647704
-28726193	20858305	20646444
-28711993	20864762	20644172
-28708453	20880063	20649553
-28688161	20884878	20644646
-28680073	20879177	20630387
-28666189	20893982	20634066
-28652738	20904141	20632383
-28648226	20900982	20617489
-28633492	20915837	20620941
-28621979	20932227	20625078
-28606993	20940409	20621362
-28596819	20939023	20608788
-28582761	20958639	20613404
-28567938	20962312	20605855
-28558093	20959786	20591555
-28536735	20982580	20600833
-28518548	20996260	20601240
-28500191	20998631	20590065
-28476378	21020483	20598139
-28459778	21039095	20604025
-28440407	21046171	20600893
-28426885	21050822	20595111
-28409760	21071161	20602246
-28397766	21072793	20591570
-28391068	21063696	20571805
-28378881	21076158	20574349
-28361931	21091683	20580141
-28342286	21089238	20570189
-28337787	21092950	20565646
-28340639	21100338	20563784
-28339478	21101263	20558673
-28324348	21107824	20560335
-28316198	21123028	20567790
-28306020	21123669	20564242
-28293554	21119660	20557751
-28291838	21122699	20556241
-28295209	21121100	20552949
-28287915	21119682	20552294
-28282162	21128565	20562332
-28282850	21131848	20566624
-28294801	21121839	20559374
-28294191	21128502	20569111
-28288173	21145662	20592835
-28277906	21137396	20589295
-28287328	21121016	20578851
-28292453	21125735	20591580
-28301064	21119928	20594754
-28311809	21100460	20586286
-28324338	21096137	20592168
-28332056	21100894	20609513
-28346141	21082138	20603331
-28367001	21065369	20599845
-28383814	21068983	20617871
-28398760	21055581	20619058
-28411568	21036394	20614282
-28425563	21027901	20623023
-28442624	21028303	20640751
-28453860	21009011	20639032
-28484736	20986483	20634146
-28507290	20979776	20644619
-28533949	20958631	20641237
-28555596	20947624	20649845
-28580260	20940931	20661601
-28604829	20912483	20652815
-28632086	20884951	20644220
-28655648	20869643	20647907
-28688718	20852402	20650339
-28713240	20828381	20643782
-28736923	20822280	20656281
-28756525	20824572	20675281
-28780166	20805257	20674241
-28807145	20781973	20667353
-28826808	20774723	20676281
-28844679	20762757	20680695
-28856163	20752018	20683566
-28870699	20739946	20686074
-28893368	20727444	20687689
-28915733	20706513	20678049
-28936847	20696969	20679838
-28950982	20692654	20684398
-28973869	20674501	20676255
-28989319	20667655	20677005
-29001422	20670959	20686489
-29006969	20658608	20679378
-29016511	20640832	20665070
-29027592	20643576	20670863
-29025124	20650317	20679665
-29025472	20639342	20667360
-29033030	20643445	20669327
-29037231	20656884	20679454
-29037471	20654143	20674565
-29031914	20654950	20667852
-29021671	20671901	20680291
-29000256	20682063	20681318
-28988620	20683336	20672035
-28974273	20699001	20676365
-28955549	20717442	20682074
-28936742	20723451	20673482
-28919074	20743448	20678615
-28895723	20768163	20687307
-28873258	20778496	20679205
-28851480	20788844	20671748
-28826448	20813011	20675782
-28800598	20824023	20667629
-28776651	20834481	20655590
-28744699	20857732	20657904
-28725941	20872119	20650041
-28700911	20879587	20634627
-28670531	20902137	20632326
-28646802	20926056	20630738
-28626254	20937295	20618105
-28598505	20950624	20606031
-28566225	20979642	20610732
-28538197	20992189	20597490
-28506613	21005172	20584736
-28466179	21037214	20590797
-28429612	21067805	20597682
-28389818	21082252	20588782
-28358474	21099988	20583147
-28332957	21126042	20586490
-28312847	21146368	20582378
-28279079	21171083	20583314
-28244883	21199605	20589979
-28213759	21205314	20578149
-28192678	21204028	20558649
-28166766	21220083	20555975
-28143932	21231796	20552426
-28126885	21234113	20539487
-28110419	21251107	20542058
-28092309	21269321	20547744
-28084157	21271634	20538906
-28066297	21279824	20538566
-28051785	21293607	20545079
-28040799	21294713	20538899
-28036285	21289558	20528823
-28022341	21297645	20534428
-28016207	21303097	20537963
-28013421	21298964	20534311
-28012469	21306116	20544290
-28014934	21310589	20553181
-28021502	21301812	20549434
-28021291	21291840	20547655
-28034825	21288756	20556168
-28044160	21275423	20553939
-28066048	21250933	20541312
-28084138	21252301	20558242
-28095246	21253473	20576776
-28104055	21234998	20574491
-28126127	21216497	20575349
-28151346	21204043	20583037
-28198539	21170609	20571913
-28240574	21144085	20571017
-28259877	21138278	20589002
-28287489	21107646	20585547
-28316418	21078752	20581926
-28353787	21062560	20594964
-28378524	21055302	20617461
-28409498	21026018	20617428
-28442866	21009797	20631430
-28477671	20991267	20643753
-28521592	20961735	20644526
-28563083	20926030	20640221
-28605874	20906238	20651997
-28644215	20882818	20660373
-28674769	20854699	20663939
-28707010	20835419	20675430
-28747440	20814444	20683067
-28787701	20778583	20676532
-28828607	20759052	20687664
-28865874	20747455	20704909
-28904102	20719851	20705195
-28939460	20692496	20705427
-28966094	20686635	20724328
-28996944	20655538	20717442
-29035025	20626806	20711596
-29050778	20622666	20729385
-29083800	20604305	20730017
-29112199	20580538	20724926
-29134838	20576658	20738373
-29155322	20574817	20751461
-29174649	20561225	20751182
-29184692	20551572	20752312
-29196679	20553823	20763723
-29210648	20542386	20759364
-29222925	20522291	20744166
-29231956	20518055	20743388
-29234632	20519679	20746512
-29243345	20504611	20730375
-29248518	20509623	20729697
-29251432	20519298	20733786
-29250959	20515645	20723774
-29244153	20517842	20715681
-29233977	20537777	20723596
-29217652	20546206	20717253
-29199311	20549968	20704257
-29178310	20573741	20709982
-29151031	20597661	20714326
-29128030	20606836	20700928
-29101764	20632432	20702652
-29067457	20666476	20710382
-29032080	20687234	20704067
-28997146	20707343	20696839
-28961050	20741368	20699649
-28918579	20761537	20688712
-28881313	20774215	20668290
-28836831	20809001	20667700
-28799508	20839631	20663442
-28758553	20859670	20649624
-28707390	20893667	20647435
-28665137	20928346	20645241
-28631062	20957396	20637087
-28574843	20999794	20641330
-28508545	21049835	20654175
-28449794	21075904	20643816
-28405660	21088286	20620762
-28364952	21113684	20608330
-28326803	21145092	20603213
-28277377	21166650	20589866
-28229010	21201730	20587933
-28187230	21232989	20586221
-28151928	21249227	20568708
-28119396	21261068	20549115
-28083672	21292481	20549929
-28055026	21306142	20534430
-28019605	21321662	20522376
-27979741	21351149	20527383
-27945357	21378561	20530706
-27904134	21393738	20525808
-27876025	21415562	20527022
-27847649	21441681	20535821
-27823597	21454060	20533829
-27801890	21458324	20525703
-27789445	21476452	20532998
-27769126	21483730	20532170
-27752009	21480584	20522840
-27749256	21483641	20523429
-27745088	21494928	20534020
-27733988	21490751	20531258
-27736180	21487714	20532776
-27738465	21488334	20540136
-27755662	21465281	20526682
-27777736	21450994	20524839
-27791898	21452576	20541707
-27804520	21436103	20541393
-27825086	21406362	20531741
-27845560	21393530	20541571
-27868496	21383668	20554917
-27906531	21352216	20550747
-27934584	21338540	20565108
-27971477	21315735	20571913
-28012380	21285869	20573432
-28052406	21257907	20577851
-28093275	21238104	20594174
-28136094	21202242	20596564
-28184697	21162717	20596707
-28235524	21135478	20607815
-28278846	21108638	20622088
-28331398	21058256	20614384
-28401929	21021467	20619388
-28442595	21006382	20646639
-28499642	20962457	20645962
-28554924	20921146	20648627
-28612155	20896043	20667171
-28663320	20864654	20677705
-28716091	20814964	20670142
-28775948	20781495	20679853
-28830312	20752078	20694107
-28889783	20705136	20689292
-28939196	20676478	20701352
-28985590	20649986	20715267
-29039142	20615270	20717083
-29090963	20576853	20715395
-29139273	20553870	20727019
-29186564	20522870	20729504
-29226120	20492023	20729587
-29268138	20468165	20736009
-29300505	20451570	20747168
-29340555	20413770	20731645
-29379892	20401968	20741556
-29405794	20401684	20762675
-29430093	20377924	20756750
-29463925	20351289	20744311
-29490729	20345831	20750494
-29501545	20332434	20746758
-29524558	20310494	20731164
-29538737	20306788	20730356
-29550615	20306048	20731146
-29558760	20295555	20719299
-29555252	20304582	20721286
-29545276	20325920	20731635
-29536611	20332409	20727924
-29524270	20341213	20722006
-29507307	20364050	20727489
-29481336	20379989	20723927
-29456361	20390042	20711907
-29418547	20427954	20723346
-29372229	20465948	20734043
-29325596	20484434	20722138
-29281980	20519170	20726085
-29244200	20553844	20725938
-29204062	20581390	20715544
-29162239	20609552	20704460
-29105359	20659863	20714986
-29042485	20691315	20703354
-28990475	20714996	20681726
-28931627	20761739	20682894
-28871216	20801900	20676772
-28814988	20830796	20658747
-28760981	20872730	20652313
-28699309	20921085	20649344
-28638677	20959566	20638020
-28574020	20998020	20627968
-28510379	21048788	20628825
-28451725	21083169	20613148
-28384566	21113647	20594331
-28315984	21155920	20586949
-28258230	21192349	20574131
-28201612	21217446	20553309
-28147933	21255692	20546845
-28099613	21293156	20540001
-28054074	21318164	20521445
-28001562	21349103	20511289
-27943155	21400212	20523025
-27882708	21435920	20520707
-27822936	21460387	20509541
-27777717	21489268	20506559
-27727606	21523571	20508952
-27695137	21531902	20491218
-27664397	21556725	20491658
-27632416	21580992	20491686
-27605896	21586438	20477052
-27588275	21588560	20464803
-27567349	21617217	20481505
-27541976	21625417	20478382
-27528921	21623168	20467701
-27513239	21638241	20479654
-27497417	21646605	20488368
-27500793	21627621	20473042
-27506683	21631707	20482961
-27505162	21643954	20503621
-27517508	21631261	20505104
-27528380	21613904	20504770
-27546312	21606570	20517522
-27568311	21583275	20515396
-27600395	21550069	20508012
-27629197	21529652	20517290
-27665699	21502089	20521230
-27717988	21455448	20508890
-27766399	21427344	20517600
-27813876	21401718	20532590
-27875038	21358574	20531100
-27928798	21323009	20538021
-27984195	21298038	20560335
-28043145	21252449	20563000
-28095172	21206281	20566625
-28153336	21168042	20581330
-28218380	21131225	20597598
-28290016	21071182	20589598
-28361319	21029809	20603141
-28429292	21002453	20632839
-28500194	20957311	20643402
-28567051	20905610	20646185
-28637649	20864760	20661801
-28705451	20818682	20671817
-28774057	20762123	20668888
-28845576	20718254	20678960
-28909994	20683753	20698542
-28983075	20628112	20696954
-29054943	20586285	20707435
-29123203	20550364	20721255
-29192284	20505840	20724968
-29255718	20462631	20727599
-29310342	20440858	20750042
-29362877	20398806	20747995
-29424135	20351623	20738973
-29473653	20326290	20752625
-29516604	20306751	20768197
-29559471	20272924	20764771
-29596748	20253450	20772840
-29640865	20233557	20776904
-29681108	20206872	20772451
-29715317	20181743	20764586
-29744110	20175095	20772523
-29769552	20166276	20775047
-29781172	20153873	20769671
-29784272	20152240	20770653
-29791887	20153563	20772597
-29792810	20151313	20767347
-29787867	20164741	20773567
-29783703	20183295	20780937
-29766661	20200831	20783138
-29737380	20218164	20782133
-29706864	20249968	20791581
-29672680	20269839	20784766
-29632761	20287971	20773369
-29591568	20316137	20770795
-29561807	20342610	20760695
-29525278	20358816	20738240
-29484276	20390349	20729378
-29430656	20440068	20733636
-29372792	20475411	20721006
-29324874	20506437	20703204
-29259011	20558254	20704970
-29200456	20590467	20683296
-29134307	20628936	20667261
-29059871	20684022	20663551
-28983202	20734120	20655814
-28909474	20776196	20639145
-28834182	20834734	20635929
-28748625	20895967	20636535
-28676658	20937398	20615468
-28603931	20978950	20595181
-28526683	21040712	20594886
-28443585	21087763	20581768
-28365670	21127239	20559830
-28287879	21178996	20549141
-28212123	21229122	20539935
-28145842	21261119	20516781
-28071450	21311167	20513489
-28001710	21365384	20513571
-27932456	21405097	20502728
-27876161	21433169	20480928
-27814482	21481316	20482556
-27754801	21515730	20473276
-27696174	21547650	20463612
-27639195	21584313	20462773
-27584042	21616186	20462717
-27534678	21638116	20451411
